zts1e	Nowy przedmiot
zts2982e	W skrzyni ukryty jest mityczny skarb![n] Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]Per³ê deratyzatora Krzakogona,[n]Noworoczn¹ per³ê Szczêœliwej Œwinki,[n]Kostium i Kapelusz NiedŸwiedzia Himalajskiego (na sta³e),[n]Kostium i Kapelusz NiedŸwiedzia Polarnego (na sta³e),[n]Zwój ochrony karty PS (wysoki poziom)(x3) i Pióro Anio³a (x99),[n] Kamieñ o¿ywienia duszy[n][n]
zts2983e	Szósta tajemnicza Skrzynia skarbów
zts2984e	W skrzyni znajduje siê tajemniczy skarb![n] Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]Dla mê¿czyzn:[n] Têczowy hanbok i Hogeon (30 dni),[n] Kimono porannego blasku i Ebosi (30 dni),[n]Kostium Demona i Kapelusz Demona (30 dni),[n]Chipao Kung-fu i Niebieski azjatycki kapelusz (30 dni),[n]Dla kobiet:[n]Kimono Liliowe i Kwiatowa spinka do w³osów (30 dni),[n]Krokus hanbok i Ayam (30 dni),[n]Czerwony Feniks Chipao i Diadem cesarza (30 dni),[n]Kostium Wró¿ki i Ró¿ow¹ kokardê do w³osów (30 dni)[n][n]
zts2985e	Szósta antyczna Skrzynia skarbów
zts2986e	W skrzyni ukryty jest skarb. Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]70x Wodê Ÿródlan¹ z Cylloan[n] 70x Wodê Ÿródlan¹ z Cylloan oraz Magiczn¹ gumkê do mazania[n]10x B³ogos³awieñstwo Ancelloana[n]10x B³ogos³awieñstwo Ancelloana i Magiczn¹ gumkê do mazania[n]Pakiet kieszonkowy (10 dni)[n]Pakiet kieszonkowy (10 dni) i Magiczn¹ gumkê do mazania[n]Zwój Ochrony Karty PS (niski poziom) i 50x Pióro Anio³a[n]1x Zwój ochrony wyposa¿enia[n]1x Zwój ochrony wyposa¿enia i 1x Magiczn¹ gumkê do mazania[n][n]
zts2987e	Szósta wartoœciowa Skrzynia skarbów
zts2988e	Skrzynia, w której ukryty jest wartoœciowy skarb![n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów: 2x Amulet B³ogos³awieñstwa,[n]Zwój Zniesienia,[n]Amulet Si³y,[n]Amulet Twardoœci,[n]2x Szyld z imieniem dla NosKumpla[n][n]
zts2989e	Szósta wartoœciowa Skrzynia skarbów
zts2990e	W skrzyni ukryty jest wartoœciowy skarb![n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]5x Lekarstwo dla Wspólnika[n]5x B³ogos³awieñstwo Anio³a Stró¿a[n]40x Kupon na przywrócenie trwa³oœci[n]10x Kupon Produkcji[n][n]
zts2992e	W skrzyni tej mog¹ znajdowaæ siê eliksiry wzmacniaj¹ce twoje umiejêtnoœci, zwoje ochrony lub inne przydatne przedmioty. [n] Po zakoñczeniu Eventu zostaje skasowana.[n][n]
zts2994e	W skrzyni tej mog¹ znajdowaæ siê eliksiry ¿ycia, b³ogos³awieñstwa lub inne przydatne przedmioty.[n]Po zakoñczeniu Eventu zostaje skasowana.[n][n]
zts2996e	W skrzyni tej mog¹ znajdowaæ siê cellony, kostiumy i inne przydatne przedmioty.[n] Po zakoñczeniu Eventu zostaje skasowana.[n][n]
zts2998e	Powoli przywraca P¯ i PM.[n]Leczy Nos Kumpli w promieniu 3 bloków.[n] Jeœli zaniesiesz go do Malcom, Eva lub Soraya dadz¹ ci w zamian coœ ³adnego.[n]Po zakoñczeniu Eventu przedmiot zninie.[n][n]
zts2999e	Skrzynia mody mêskiej A (czapka)
zts3000e	Skrzynia, w której ukryte s¹ kostiumy dla mê¿czyzn.[n]Po otworzeniu skrzyni mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]Czarny Kapelusz Lwa (7 dni),[n]Czarny Kapelusz Lwa (na sta³e),[n]Du¿y Eliksir ¯ycia,[n]Du¿y Eliksir Many,[n]Du¿y Eliksir Odnowy,[n]£adowarkê PS[n][n]
zts3001e	Skrzynia mody mêskiej A (ubranie)
zts3002e	Skrzynia, w której ukryte s¹ kostiumy dla mê¿czyzn.[n]Po otworzeniu skrzyni mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]Kostium Czarnego Lwa (7 dni),[n]Kostium Czarnego Lwa (na sta³e),[n]Du¿y Eliksir ¯ycia,[n]Du¿y Eliksir Many,[n]Du¿y Eliksir Odnowy,[n]£adowarkê PS[n][n]
zts3003e	Skrzynia mody mêskiej E (czapka)
zts3004e	Skrzynia, w której ukryte s¹ kostiumy dla mê¿czyzn.[n]Po otworzeniu skrzyni mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów[n]Kapelusz Kota Korat (7 Tage),[n]Kapelusz Kota Korat (na sta³e),[n]Du¿y Eliksir ¯ycia[n]Du¿y Eliksir Many[n]Du¿y Eliksir Odnowy[n]£adowarkê PS[n][n]
zts3005e	Skrzynia mody mêskiej E (ubranie)
zts3006e	Skrzynia, w której ukryte s¹ kostiumy dla mê¿czyzn.[n]Po otworzeniu skrzyni mo¿esz otrzymaæ nastêpuj¹ce przedmioty[n]Kostium Kota Korat (7 Tage)[n]Kostium Kota Korat (na sta³e),[n]Du¿y Eliksir ¯ycia[n]Du¿y Eliksir Many[n]Du¿y Eliksir Odnowy[n]£adowarkê PS[n][n]
zts3007e	Skrzynia mody damskiej A (czapka)
zts3008e	Skrzynia, w której ukryte s¹ kostiumy dla kobiet.[n]Po otworzeniu skrzyni mo¿esz otrzymaæ nastêpuj¹ce przedmioty:[n]Ciemny Kapelusz Lwa (7 dni)[n]Ciemny Kapelusz Lwa (na sta³e)[n]Du¿y Eliksir ¯ycia[n]Du¿y Eliksir Many[n]Du¿y Eliksir Odnowy[n]£adowarkê PS[n][n]
zts3009e	Skrzynia mody damskiej A (ubranie)
zts3010e	Skrzynia, w której ukryte s¹ kostiumy dla kobiet.[n]Po otworzeniu skrzyni mo¿esz otrzymaæ nastêpuj¹ce przedmioty[n]Ciemny Kostium Lwa (na sta³e)[n]Ciemny Kostium Lwa (7 dni)[n]Du¿y Eliksir ¯ycia[n]Du¿y Eliksir Many[n]Du¿y Eliksir Odnowy[n]£adowarkê PS[n][n]
zts3011e	Skrzynia mody damskiej E (czapka)
zts3012e	Skrzynia, w której ukryte s¹ kostiumy dla kobiet.[n]Po otworzeniu skrzyni mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]Kapelusz Niebieskiego Rosyjskiego Kota (na sta³e)[n]Kapelusz Niebieskiego Rosyjskiego Kota (7 dni)[n]Du¿y Eliksir ¯ycia[n]Du¿y Eliksir Many[n]Du¿y Eliksir Odnowy[n]£adowarkê PS[n][n]
zts3013e	Skrzynia mody damskiej E (ubranie)
zts3014e	Skrzynia, w której znajduj¹ siê kostiumy dla kobiet.[n]Po otworzeniu skrzyni mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów[n]Kostium Niebieskiego Rosyjskiego Kota (na sta³e)[n]Kostium Niebieskiego Rosyjskiego Kota (7 dni)[n]Du¿y Eliksir ¯ycia[n]Du¿y Eliksir Many[n]Du¿y Eliksir Odnowy[n]£adowarka PS[n][n]
zts3015e	U¿ycie powoduje otwarcie okna obstawiania lub ulepszania. [n]Nawet jeœli proces ten zakoñczy siê niepowodzeniem nie stracisz wyposa¿enia. [n]Jeœli poziom unikalnoœci uzyskany przy obstawianiu bêdzie ni¿szy od obecnego to pozostanie on bez zmian.[n][n]Instrukcja:[n]Kliknij dwa razy na ten przedmiot aby otworzyæ okno ulepszania/obstawiania. [n]Zwój ochrony zabezpiecza twoje wyposa¿enie w przypadku niepowodzenia.[n][n]
zts3017e	Mo¿esz u¿yæ zwoju ochrony podczas ulepszasz swojej karty specjalisty z poziomu 10-14. Nawet jeœli ulepszenie zakoñczy siê niepowodzeniem, "b³yszcz¹ca niebieska dusza" nie zniknie![n][U¿ycie][n]Efekt ochrony rozpoczyna siê, gdy klikniesz podwójnie na zwój ochrony.[n]Po ponownym podwójnym klikniêciu, efekt zniknie.[n](W tym wypadku, zwój ochrony siê jeszcze nie zu¿ywa.)[n]Dopiero, gdy ulepszysz kartê specjalisty przy aktywnym dzia³aniu efektu zwoju ochrony, zu¿yjesz ka¿dorazowo jeden zwój ochrony karty PS.[n]
zts3018e	Stworzone z broni pokonanego ¿o³nierza i przetopione w miecz.[n][n]
zts3019e	Po³¹czone z duchem ¯elaznego Wojownika.[n][n]
zts3020e	Potrafi z ³atwoœci¹ naci¹gn¹æ ciêciwê ³uku. [n][n]
zts3021e	Nie wygl¹da to bardzo u¿ytecznie. [n][Efekt][n]40% odpornoœci przeciw ma³emu toksycznemu kolcowi[n][n]
zts3022e	Chroni uszy przed ka¿dym krzykiem. [n][Efekt][n] Chroni przed krzykiem Mandragor.[n][n]
zts3023e	Jeœli to za³o¿ysz, bêdziesz wygl¹da³ na m¹drzejszego.[n][Efekt][n]30% odpornoœci przeciw ma³ej desperacji[n][n]
zts3024e	Poro¿e sprawia, ¿e Twoja g³owa jest cieplejsza[n][n]
zts3025e	Z czapk¹ wygl¹dasz jak przepychacz[n][n]
zts3026e	Opaska chroni Twoje czo³o przed niebezpieczeñstwem[n][n]
zts3027e	Z t¹ opask¹ wygl¹dasz jak czu³ki robaka [n][n]
zts3028e	Taoiœci kochaj¹ to nosiæ. Czujesz siê jakoœ czysto i jasno. [n][n]
zts3029e	Czapka pooh-pooh nale¿a³a do kogoœ innego. B¹dŸ uwa¿ny, gdy¿ inne osoby mog¹ byæ z³e na Ciebie![n][n]
zts3030e	Przystojni ludzie kochaj¹ to![n][n]
zts3031e	Czapka z rogiem bawo³a[n][n]
zts3032e	Markowe prostok¹tne okulary
zts3033e	Uliczne prostok¹tne okulary
zts3034e	Modne prostok¹tne okulary
zts3035e	Luksusowe prostok¹tne okulary
zts3036e	Szkolne prostok¹tne okulary
zts3037e	Szkolny monokl
zts3038e	Okr¹g³y monokl
zts3039e	Zak³adaj¹c to bêdziesz mia³ te atrybuty.[n] Atrybutem jest dodatkowa si³a ataku,[n] i podniesiony Twój atak tak bardzo jak pozwalaj¹ umiejêtnoœci. [n][n]
zts3040e	Mo¿esz umieœciæ swoje zwierz¹tko w kropli i trzymaæ je w inwentarzu lub w magazynie.[n] Mo¿e byæ wymieniane z innymi graczami. [n][Jak to zrobiæ][n] Wybierz zwierz¹tko, które chcesz umieœciæ i kliknij dwa razy. [n] Zwierz¹tko, które Ci towarzyszy nie mo¿e byæ tam trzymane. [n] Aby wyj¹c zwierz¹tko kliknij dwa razy na nim. [n] [Ostrze¿enie]Poziom zwierz¹tka i poziom jego si³y s¹ bezpieczne, ale imiê i czêstotliwoœæ treningu oraz efekt karmy dla bystrego zwierzaka znika.[n] Jeœli poziom zwierzaka jest wy¿szy ni¿ Twój, [n] mo¿esz go zostawiæ w domu, ale nie mo¿esz towarzyszyæ jak kumpel.[n][n]
zts3041e	Uroczy kapelusz kota[n][n]
zts3042e	Psotny oœli kapelusz[n][n]
zts3043e	Kapelusz, który kowboje z zachodu nosz¹ czêsto[n][n]
zts3044e	Uroczy ma³pi kapelusz[n][n]
zts3045e	Dziki kapelusz z rogami antylopy[n][n]
zts3046e	Du¿y kapelusz porannej bryzy[n][n]
zts3047e	S³odki kapelusz pingwina[n][n]
zts3048e	Znoszony, ale elegancki filcowy kapelusz[n][n]
zts3049e	Kochana opaska z któr¹ wygl¹dasz jak uszy misia[n][n]
zts3050e	Ma³y ciê¿ki kapelusz - waza[n][n]
zts3051e	Maska z³odzieja
zts3052e	Maska grozy
zts3053e	Ostra maska
zts3054e	Milcz¹ca maska
zts3055e	Prawdomówna maska
zts3056e	Rekonwalescencyjna maska
zts3057e	Przepaska na Oczy
zts3058e	Banda¿ otch³ani na oczy
zts3059e	Banda¿ fantazji na oczy
zts3060e	Krêcone w³osy stylu Apolla[n][n]
zts3061e	W³osy, które wygl¹daj¹ jakby eksplodowa³y [n][n]
zts3062e	Punkowe w³osy z unikatowymi kolorami[n][n]
zts3063e	Bombowe w³osy z unikatowymi kolorami[n][n]
zts3064e	Jeœli za³o¿ysz ten przedmiot bêdziesz nosi³ ³adny kapelusz pandy.[n]Czas u¿ycia rozpoczyna siê, gdy go za³o¿ysz po raz pierwszy.[n][n]
zts3065e	Nosisz wyszukan¹ sukienkê br¹zowego niedŸwiedzia w wyposa¿eniu.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3066e	Nosisz fantazyjn¹ sukienkê bia³ego niedŸwiedzia w wyposa¿eniu.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3067e	Nosisz wyszukan¹ sukienkê pandy w wyposa¿eniu.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3068e	Nosisz wyszukan¹ sukienkê pluszowego misia w wyposa¿eniu.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3069e	Jeœli za³o¿ysz ten przedmiot bêdziesz nosi³ ³adny kapelusz niedŸwiedzia himalajskiego.[n]Czas u¿ycia rozpoczyna siê po pierwszym za³o¿eniu.[n][n]
zts3070e	Jeœli za³o¿ysz ten przedmiot bêdziesz nosi³ ³adny kapelusz niedŸwiedzia polarnego.[n]Czas u¿ycia rozpoczyna siê, gdy go za³o¿ysz po raz pierwszy.[n][n]
zts3071e	Jeœli za³o¿ysz ten przedmiot bêdziesz nosi³ ³adny kapelusz niedŸwiadka.[n]Czas u¿ycia rozpoczyna siê, gdy go za³o¿ysz po raz pierwszy.[n][n]
zts3072e	Jeœli za³o¿ysz ten przedmiot bêdziesz nosi³ ³adny szczurzy kapelusz .[n]Czas u¿ycia rozpoczyna siê, gdy go za³o¿ysz po raz pierwszy.[n][n]
zts3073e	Nosisz ubranie sportowe w wyposa¿eniu.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3074e	Nosisz beztroskie ubranie w wyposa¿eniu.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3075e	To usuwa ³upie¿, masuje Twoj¹ g³owê i uczyni Twoje w³osy piêknymi.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3076e	Jest wspania³y, ale za ciê¿ki. Spowoduje ból szyi.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3077e	Jest to ma³y lekki kapelusz z drewnianej ³upiny.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3078e	Urzêdnicy publiczni nosili to w dawnych czasach. Dziêki temu, mo¿esz stworzyæ tradycyjn¹ atmosferê.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3079e	£adny tradycyjny kapelusz koreañski.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3080e	Tradycyjne luksusowe chiñskie akcesorium.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3081e	Tradycyjne piêkne japoñskie akcesorium.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3082e	Tradycyjny koreañski kapelusz dla szlachetnych ch³opców.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3083e	Interesuj¹cy zamro¿ony kapelusz.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3084e	Stylowy tradycyjny japoñski kapelusz.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3085e	Za³ó¿ to by nosiæ tradycyjny Hanbok.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3086e	Za³ó¿ to by nosiæ tradycyjne chiñskie ubranie.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3087e	Za³ó¿ to by nosiæ tradycyjne japoñskie ubranie.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3088e	Psie ubranie.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3089e	Kocie ubranie.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3090e	Królicze ubranie.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3091e	Niedoœwiadczona ró¿d¿ka ognia
zts3092e	Niedoœwiadczona ró¿d¿ka wody
zts3093e	Niedoœwiadczona ró¿d¿ka œwiat³a
zts3094e	Niedoœwiadczona ró¿d¿ka cienia
zts3095e	Tygrysie ubranie.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3096e	Lwie ubranie.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3097e	£adny psi kapelusz.[n]Czas u¿ycia rozpoczyna siê, gdy go za³o¿ysz po raz pierwszy.[n][n]
zts3098e	Uroczy koci kapelusz.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3099e	Podniecaj¹ce królicze uszy.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3100e	Atrakcyjny tygrysi kapelusz.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3101e	Uroczy Kapelusz Lwa .[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3102e	Wspania³y dziwny króliczy kapelusz.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3103e	Godny tygrysi kapelusz.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3104e	Fantastyczny Kapelusz Lwa .[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3105e	W³osy rozwagi
zts3106e	W³osy obciête na kszta³t gwiazdy[n][Efekt][n]10% odpornoœci na ma³e zamroczenie[n][n]
zts3107e	W³osy koncentracji
zts3108e	W³osy obciête na kszta³t gwiazdy[n][Efekt][n]30% odpornoœci na ma³e zamroczenie[n][n]
zts3109e	W³osy nadziei
zts3110e	W³osy obciête na kszta³t gwiazdy[n][Efekt][n]40% odpornoœci na ma³¹ desperacje[n][n]
zts3111e	W³osy oddania
zts3112e	W³osy obciête na kszta³t gwiazdy[n][Efekt][n]35% odpornoœci na ma³e zamroczenie[n]40% odpornoœci na ma³y gaz nerwowy[n][n]
zts3113e	Opaska z tkaniny
zts3114e	Opaska koncentracji umys³u.[n][Efekt][n]15% odpornoœci na ma³e krwawienie[n][n]
zts3115e	Skórzana opaska
zts3116e	Opaska koncentracji umys³u.[n][Efekt][n]30% odpornoœci na ma³e krwawienie[n][n]
zts3117e	Opaska œwiat³a
zts3118e	Opaska koncentracji umys³u.[n][Efekt][n]30% odpornoœci na trochê przeszkadzaj¹cy ruch[n][n]
zts3119e	Jedwabna opaska
zts3120e	Opaska koncentracji umys³u.[n][Efekt][n]40% odpornoœci na ma³e krwawienie[n][n]35% odpornoœci na trochê przeszkadzaj¹cy ruch[n]40% odpornoœci na desperacjê[n][n]
zts3121e	Srebrny kwiat
zts3122e	Opaska z piêknym kwiatem[n][Efekt][n]10% odpornoœci na oszo³omienie[n][n]
zts3123e	Krwisty kwiat
zts3124e	Opaska z piêknym kwiatem[n][Efekt][n]25% odpornoœci na krwawienie[n][n]
zts3125e	Bia³y kwiat
zts3126e	Opaska z piêknym kwiatem[n][Efekt][n]30% odpornoœci na oszo³omienie[n][n]
zts3127e	Ognisty kwiat
zts3128e	Opaska z piêknym kwiatem[n][Efekt][n]35% odpornoœci na spalenie[n]20% odpornoœci na strach[n][n]
zts3129e	Jest u¿yteczne, gdy chcesz gdzieœ iœæ szybko.[n][n]
zts3130e	Lodowy kwiat
zts3131e	Opaska z piêknym kwiatem[n][Efekt][n]30% odpornoœci na zamro¿enie[n]25% odpornoœci na horror[n][n]
zts3132e	Kwiat ochronny
zts3133e	Opaska z piêknym kwiatem[n][Efekt][n]25% odpornoœci na zamro¿enie[n] 25% odpornoœci na os³abienie broni[n] 30% odpornoœci na spalenie[n][n]
zts3134e	Stró¿ zimna
zts3135e	Stra¿nik, który chroni Twoj¹ g³owê[n][Efekt][n] 20% odpornoœci na zimno [n][n]
zts3136e	Stró¿ paniki
zts3137e	Stra¿nik, który chroni Twoj¹ g³owê[n][Efekt][n] 25% odpornoœci na oszo³omienie[n] 35% odpornoœci na os³abienie atrybutu ataku[n][n]
zts3138e	Stró¿ z³a
zts3139e	Stra¿nik, który chroni Twoj¹ g³owê[n][Efekt][n] 25% odpornoœci na oszo³omienie[n] 50% odpornoœci na rêkê œmierci[n][n]
zts3140e	Stró¿ serca
zts3141e	Stra¿nik, który chroni Twoj¹ g³owê[n][Efekt][n] 30% odpornoœci na krwawienie[n] 40% odpornoœci na œmierteln¹ truciznê[n][n]
zts3142e	Stró¿ oddechu
zts3143e	Stra¿nik, który chroni Twoj¹ g³owê[n][Efekt][n] 30% odpornoœci na krwawienie[n] 40% odpornoœci na horror[n][n]
zts3144e	Stró¿ umys³u
zts3145e	Stra¿nik, który chroni Twoj¹ g³owê[n][Efekt][n] 20% odpornoœci na krwawienie[n] 15% odpornoœci na oszo³omienie [n] 60% odpornoœci na os³abienie atrybutu ataku [n] 60% odpornoœci na rêkê œmierci[n][n]
zts3146e	Okr¹g³e kamienne skrzyd³o
zts3147e	Okr¹g z mi³ymi skrzyd³ami[n][Efekt][n] 15% odpornoœci na skamienienie[n][n]
zts3148e	Okr¹g³e zimowe skrzyd³o
zts3149e	Okr¹g z mi³ymi skrzyd³ami[n][Efekt][n]20% odpornoœci na œmiertelne zamroczenie [n]25% odpornoœci na z³e zimno[n][n]
zts3150e	Okr¹g³e letnie skrzyd³o
zts3151e	Okr¹g z mi³ymi skrzyd³ami[n][Efekt][n]20% odpornoœci na œmiertelne podpalenie [n]25% odpornoœci na silne krwawienie[n][n]
zts3152e	Okr¹g³e skrzyd³o œwiat³a
zts3153e	Okr¹g z mi³ymi skrzyd³ami[n][Efekt][n]20% odpornoœci na œmiertelny horror [n]25% odpornoœci na wiêksz¹ niezdolnoœæ[n][n]
zts3154e	Okr¹g³e twarde skrzyd³o
zts3155e	Okr¹g z mi³ymi skrzyd³ami[n][Efekt][n]20% odpornoœci na œmierteln¹ truciznê [n]20% odpornoœci na niszczenie obrony broni[n][n]
zts3156e	Okr¹g³e anielski skrzyd³o
zts3157e	Okr¹g z mi³ymi skrzyd³ami[n][Efekt][n]25% odpornoœci na œmiertelne oszo³omienie [n]25% odpornoœci na œmiertelne podpalenie[n] 25% odpornoœci na œmiertelne krwawienie[n]25% odpornoœci na wiêksz¹ niezdolnoœæ[n][n]
zts3158e	Kapelusz pandy (7 dni)(Event)
zts3159e	Kapelusz pandy (30 dni)(Event)
zts3160e	Kapelusz NiedŸwiedzia Himalajskiego (7 dni)(Event)
zts3161e	Kapelusz NiedŸwiedzia Himalajskiego (30 dni)(Event)
zts3162e	Kapelusz NiedŸwiedzia Polarnego (7 dni)(Event)
zts3163e	Kapelusz NiedŸwiedzia Polarnego (30 dni)(Event)
zts3164e	Kapelusz NiedŸwiadka (7 dni)(Event)
zts3165e	Kapelusz NiedŸwiadka (30 dni)(Event)
zts3166e	Szykowny kostium br¹zowego niedŸwiedzia (7 dni)(Event)
zts3167e	Szykowny kostium br¹zowego niedŸwiedzia (30 dni)(Event)
zts3168e	Szykowny kostium bia³ego niedŸwiedzia (7 dni)(Event)
zts3169e	Szykowny kostium bia³ego niedŸwiedzia (30 dni)(Event)
zts3170e	Szykowny kostium pandy (7 dni)(Event)
zts3171e	Szykowny kostium pandy (30 dni)(Event)
zts3172e	Szykowny kostium pluszowego misia (7 dni)(Event)
zts3173e	Szykowny kostium pluszowego misia (30 dni)(Event)
zts3174e	Róg bawo³a (7 dni)
zts3175e	He³m z rogiem bawo³a.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3176e	He³m czarnego rycerza (7 dni)
zts3177e	To jest he³m legendarnego czarnego rycerza.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3178e	Koci he³m (7 dni)
zts3179e	Uroczy koci he³m.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3180e	J¹kanie(7 dni)
zts3181e	Opaka z któr¹ wygl¹dasz jak czu³ki robaka.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3182e	Czapka Pooh Pooh (7 dni)
zts3183e	Czapka pooh-pooh nale¿a³a do kogoœ innego. B¹dŸ uwa¿ny, gdy¿ inne osoby mog¹ byæ z³e na Ciebie![n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3184e	Poro¿e (7 dni)
zts3185e	Poro¿e sprawia, ¿e Twoja g³owa jest cieplejsza.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3186e	Kapelusz w kszta³cie przepychacza (7 dni)
zts3187e	Z czapk¹ wygl¹dasz jak przepychacz.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3188e	Kapelusz pingwina (7 dni)
zts3189e	S³odki kapelusz pingwina.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3190e	Opaska (7 dni)
zts3191e	Opaska chroni Twoje czo³o przed niebezpieczeñstwem.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3192e	Okrycie g³owy d¿entelmena (7 dni)
zts3193e	Znoszony, ale elegancki filcowy kapelusz.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3194e	Opaska Wyroczni (7 dni)
zts3195e	Taoiœci kochaj¹ to nosiæ. Czujesz siê jakoœ czysto i jasno.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3196e	Kapelusz porannej bryzy (7 dni)
zts3197e	Du¿y kapelusz porannej bryzy.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3198e	Oœli kapelusz (7 dni)
zts3199e	Psotny oœli kapelusz.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3200e	Kowbojski kapelusz (7 dni)
zts3201e	Kapelusz, który kowboje z zachodu nosz¹ czêsto.[n] Podczas startu musisz siê pierw w niego wyposa¿yæ.[n][n]
zts3202e	Jest potrzebne, gdy wchodzisz w czasoprzestrzeñ.[n][n]
zts3203e	Mo¿na uszlachetniæ do otrzymanego piasku z Rzeki Grzmotów, piwniczny proszek i inne materia³y.[n] Aby dokonaæ uszlachetnienia, musisz zakupiæ uszlachetniaæ i go klikn¹æ dwa razy[n][n]
zts3204e	U¿yj do ulepszenia ekwipunku [n] Mo¿e byæ ulepszone od +1 do +7[n][n]
zts3205e	U¿yj do ulepszenia ekwipunku [n] Mo¿e byæ ulepszone od +8 do +10[n][n]
zts3206e	Podnosi o 50 punktów podstawowe Punkty Specjalne(PS).[n][n]
zts3207e	Zadanie Kwiatu DŸwiêku
zts3208e	Wszystkie P¯ s¹ odzyskane.[n] Dodatkowo podstawowa Punkty Specjalne s¹ zwiêkszone o 100. [n][n]
zts3209e	Wszystkie P¯/PM s¹ odzyskane.[n] Dodatkowo podstawowa Punkty Specjalne s¹ zwiêkszone o 300. [n][n]
zts3210e	Wszystkie P¯/PM s¹ odzyskane.[n] Wszystkie z³e efekty s¹ usuniête.[n] Dodatkowo podstawowa Punkty Specjalne s¹ zwiêkszone o 500. [n][n]
